ITEM_ID,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01
510348,,,,,,,,,,,,,-1,-1,-1,-1,-2,3,1,-2,1,1,2,-0,4,1,3,2,4,1,10,10,10,16,5,9,6,10,12,9,8,4,-3,5,5,-2,7,9,7,0,17,14,18,37,47,28,29,26,20,14,12,21,4
510349,,,,,,,,,,,,,-5,-3,0,-2,0,2,2,0,2,-1,-0,1,-4,-3,-9,-10,-7,-9,-3,-4,-5,1,-2,-2,4,4,15,17,16,22,18,14,12,9,10,10,7,7,5,-0,-4,-5,-3,-1,1,2,2,4,6,8,9
510350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,14,11,6,5,3,6,5,5,7,7,6,6,3
510351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,8,6,2,5,7,9,10,14,15,13,15,21,22
510352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,24,10,9,9,6,2,-1,2,-6,-3,0,6,0
510436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,-1,-1
510437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,-1
510438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,12
510353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510528,,,,,,,,,,,,,-2,-4,-6,-6,-6,-3,-4,-4,-6,-4,-4,1,-3,-3,-3,-8,-9,-11,-6,-5,-1,2,-3,-6,-4,-7,-8,1,8,8,3,2,-1,-5,-1,12,2,5,5,13,7,9,8,10,17,16,8,6,30,32,33
510104,,,,,,,,,,,,,-4,-3,-0,-3,-0,1,5,8,4,5,4,7,5,2,0,-1,-6,-2,13,2,0,1,-9,-7,-10,-12,-11,-5,1,-1,-10,-8,-9,-8,-1,1,2,8,8,5,7,4,3,7,11,12,11,6,13,12,11
510106,,,,,,,,,,,,,1,1,1,-0,1,6,5,4,1,3,3,0,-2,-2,-4,-4,-8,-3,-1,-1,1,-2,-6,-2,-2,-9,-3,-0,5,1,1,1,-2,0,6,4,5,13,9,6,5,6,5,7,9,7,6,5,7,6,5
510108,,,,,,,,,,,,,-0,4,-6,-7,-1,1,-0,2,3,4,2,4,2,1,5,7,2,6,15,-1,-3,-2,-7,-7,-10,-18,-19,-7,-12,-13,-14,-7,-9,-9,-4,-2,3,12,10,2,9,10,7,6,7,6,9,9,10,11,10
510109,,,,,,,,,,,,,-1,-1,-3,-3,-2,-2,-1,-2,-2,-1,-1,-1,0,-0,-2,-6,-5,-0,-1,-2,1,1,-5,-2,-15,-11,-9,-4,-2,-6,-3,-4,-10,-7,0,2,12,11,12,10,7,8,9,12,17,14,13,10,13,12,10
510113,,,,,,,,,,,,,-1,-2,-4,-1,0,-1,0,-2,-4,-3,-4,-6,-4,-4,-0,-3,-12,-3,-6,1,3,-2,-8,-2,-7,-10,-10,-4,9,-1,1,-4,-5,1,4,2,6,9,10,4,4,3,3,8,7,10,10,8,10,11,10
510117,,,,,,,,,,,,,0,-0,2,1,1,7,3,2,2,1,2,3,3,2,-1,-8,-10,-7,-11,2,-1,-0,-8,-4,-12,-7,-6,4,8,5,10,-3,-3,-2,5,2,13,9,9,6,5,4,5,8,6,8,9,9,8,9,9
510118,,,,,,,,,,,,,3,-0,-0,1,0,7,4,-2,-1,-1,-2,-3,-1,-1,-6,-8,-12,-7,-4,-1,-5,-4,-7,-3,-15,-14,-13,-5,0,-5,-2,-4,-2,-2,2,-1,13,13,15,9,8,7,5,5,7,7,9,11,10,10,9
510120,,,,,,,,,,,,,-10,-3,0,-0,5,8,2,3,-1,3,-1,0,2,0,-4,-5,-7,-1,6,-0,-0,1,-5,1,-2,-8,-1,8,4,3,1,1,-3,-2,5,-0,5,10,9,7,10,8,6,7,11,10,9,12,9,10,6
510128,,,,,,,,,,,,,-4,-4,-5,-4,-5,-3,4,2,-0,-0,2,0,-1,-1,-3,-4,-5,-5,-10,-11,-10,1,1,2,19,15,13,16,16,15,15,17,10,-4,-9,-2,-11,-7,29,32,34,34,23,20,37,38,42,43,38,37,-1
510130,,,,,,,,,,,,,2,2,-1,-0,1,3,2,2,-3,-1,-0,-1,-3,-4,-10,-13,-14,-11,-9,-10,-10,-9,-17,-7,-15,-9,-9,-4,-1,-3,-3,-4,10,9,18,12,24,17,24,23,22,21,20,22,3,1,-1,-4,2,8,3
510131,,,,,,,,,,,,,-1,-0,0,-1,-0,3,1,2,-4,-2,-4,-2,-2,-3,-3,-8,-13,-8,-7,-5,-6,2,-2,-1,-4,-8,-7,1,11,5,7,4,3,2,4,4,4,13,13,9,7,7,8,11,13,10,7,6,12,6,10
510132,,,,,,,,,,,,,-3,-3,-6,-4,-3,-3,-4,-3,-2,-3,-2,-1,-0,-1,-0,-5,-2,-1,2,0,-1,-1,-6,-2,-3,-5,-8,-3,-3,-2,-5,-5,-2,1,5,1,5,3,11,12,11,11,11,12,12,12,11,13,11,18,16
510133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,5,2,3,-0,-1,5,3,4,8,3,7,7
510134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,12
510413,,,,,,,,,,,,,-1,-0,-1,-1,-1,-1,-1,-0,-0,2,-0,-1,0,-0,-1,-4,-1,5,3,4,2,2,0,3,-0,-3,-1,3,1,-4,-3,-3,-2,-3,0,-1,2,6,5,5,3,4,3,4,6,9,8,8,7,5,9
510419,,,,,,,,,,,,,-1,1,1,2,3,3,2,2,2,3,3,3,1,2,-0,-4,-1,-2,-4,-2,-3,-6,-7,-6,-6,-1,1,6,5,4,5,5,6,4,5,10,13,6,6,9,5,6,11,10,14,20,23,16,15,19,19
510433,,,,,,,,,,,,,4,2,1,5,9,8,5,-0,-1,-6,-8,-7,-3,-3,-0,-6,-5,-9,-7,-0,-0,8,-1,-1,9,9,6,7,4,9,10,10,10,10,19,19,7,7,13,14,13,15,14,10,12,6,4,3,-0,0,-2
510501,,,,,,,,,,,,,2,3,2,1,1,2,2,2,1,3,2,2,1,1,1,-4,-6,-3,-2,-2,-4,-4,-7,-8,-15,-14,-14,-4,4,1,3,3,3,3,2,5,21,17,15,10,6,8,5,5,6,3,8,6,4,6,8
510515,,,,,,,,,,,,,-2,-7,-6,-7,-8,-6,-6,-4,-4,0,-6,-3,-2,0,-2,-7,-4,-7,-3,-3,-7,-5,-5,-8,-12,-15,-11,-6,-4,-4,-4,-6,-5,-2,-3,5,11,16,12,12,9,12,11,6,8,8,9,4,4,6,5
510516,,,,,,,,,,,,,-1,-5,-6,-10,-8,-6,-1,-2,-1,-3,3,-2,2,4,1,6,3,-2,1,0,3,2,-1,1,2,-3,3,3,3,8,7,7,5,2,3,4,7,11,6,13,10,12,8,11,7,9,9,9,5,8,8
510535,,,,,,,,,,,,,-2,-5,-5,-5,-7,-6,-5,-6,-5,-4,-1,-2,1,1,1,-4,-1,1,2,3,0,2,-3,-4,-4,-5,-3,3,3,2,-1,1,2,-2,0,3,0,3,3,4,3,1,1,-0,-1,4,4,4,5,3,0
510534,,,,,,,,,,,,,0,1,0,-2,-1,0,0,1,-2,1,3,3,0,2,0,-2,-3,-2,2,3,2,0,2,6,8,8,7,20,11,12,9,10,12,11,7,-1,2,0,1,-5,-2,-2,-2,-2,-2,1,-0,4,2,4,6
510206,,,,,,,,,,,,,-1,-5,-3,-2,0,2,-2,-1,-4,-1,3,-1,-1,-1,-4,-2,-0,-6,-7,-1,0,1,-6,-4,-7,-15,-4,-4,-2,9,14,2,3,3,8,15,19,27,24,19,16,12,13,17,10,12,11,2,2,7,5
510208,,,,,,,,,,,,,-1,1,1,3,1,7,12,10,7,7,3,-0,3,4,1,-3,-17,-9,-8,-11,-7,-2,-7,-7,-12,-17,-14,-10,17,6,8,-0,3,-1,4,16,19,24,28,23,19,17,16,22,11,10,12,9,4,11,7
510212,,,,,,,,,,,,,-6,-7,-7,0,-3,-7,-9,-3,2,1,3,5,-0,1,1,-4,-8,0,14,-3,-1,3,-8,-3,-1,-9,-5,0,17,12,6,2,-3,-8,2,-3,3,13,16,17,6,3,3,11,12,15,15,12,11,18,16
510215,,,,,,,,,,,,,-3,-6,-2,-4,-3,1,-1,-1,3,-0,-4,-4,-4,-0,-5,-7,5,4,6,4,-1,4,4,9,10,1,3,10,3,6,8,11,12,10,5,10,4,10,10,11,10,7,5,4,7,9,11,3,5,8,6
510219,,,,,,,,,,,,,-6,-4,-7,-2,-3,-3,-6,-6,-6,-3,-6,-10,-4,-1,-5,-14,-8,-11,-1,-5,-6,-2,-6,-3,-11,-13,-9,6,9,20,11,3,2,-1,5,9,18,18,16,9,1,-0,0,12,11,10,8,6,5,8,5
510223,,,,,,,,,,,,,-5,-3,-1,2,5,12,3,10,5,2,2,3,-4,-1,-5,-1,-11,-11,-9,-11,-11,-2,-4,-3,-4,-16,-11,-17,-1,0,5,-4,-9,-12,-8,-7,-1,11,7,6,0,-4,-7,-3,2,3,4,4,2,3,1
510233,,,,,,,,,,,,,-3,-4,-3,-6,-6,-7,-4,7,3,6,4,-0,2,-0,-0,1,4,0,6,-7,-2,-3,-4,-3,-7,-8,-5,-3,-3,8,1,6,2,6,6,8,15,17,16,16,16,10,9,15,9,5,7,15,9,12,10
510235,,,,,,,,,,,,,5,6,2,3,5,7,6,-1,-1,3,3,-0,-5,-2,-1,2,-5,2,-1,5,1,-1,-3,-5,-1,-9,-5,-8,-2,-9,-5,-10,-12,-12,-7,-2,0,8,2,0,-1,-2,5,1,6,4,0,1,2,4,10
510236,,,,,,,,,,,,,-7,-3,1,1,-0,-2,2,3,1,5,2,-2,6,9,-1,-1,2,-4,7,2,-1,1,1,3,-9,-19,-14,-8,-11,-0,-9,-1,-1,-4,-4,-1,11,17,19,11,11,11,9,6,9,12,15,14,8,11,7
510237,,,,,,,,,,,,,9,9,8,3,2,4,1,-0,1,6,-0,-1,-3,-5,-6,-6,-10,-7,-3,-2,-9,-3,-9,-6,-14,-22,-19,-9,4,3,-0,-6,-5,-8,4,1,3,10,11,11,4,2,5,5,11,5,0,6,6,11,12
510245,,,,,,,,,,,,,-1,-3,4,2,-0,3,6,2,6,5,3,-0,6,2,-1,-12,-10,-6,-3,-5,-6,-3,-14,-14,-14,-23,-23,-8,2,-1,-2,-2,-2,-4,8,8,7,24,26,22,9,5,8,8,12,10,3,3,4,9,9
510248,,,,,,,,,,,,,-3,4,7,4,5,2,9,6,11,16,10,10,13,6,-0,0,1,3,7,4,1,3,1,3,-8,-17,-6,-2,-2,3,3,3,2,-2,2,4,14,28,20,20,17,10,11,12,12,15,10,8,12,8,10
510250,,,,,,,,,,,,,-6,-11,-10,-9,-9,-8,-8,-8,-1,3,7,2,3,8,0,-3,-1,0,2,-1,-3,-3,-10,-6,-5,-7,-4,4,6,7,7,6,-1,-1,5,10,6,8,10,6,3,1,2,4,0,-0,-4,-9,-2,4,5
510257,,,,,,,,,,,,,1,-1,-5,-3,-5,-0,2,1,-0,1,5,4,-1,1,-5,-8,-19,-8,-2,-4,-7,-7,-14,-5,-8,-16,-8,-4,15,5,2,-0,6,6,17,9,18,23,25,25,21,15,14,15,8,9,8,5,-4,3,-1
510258,,,,,,,,,,,,,-1,-1,-4,-2,1,-2,0,-1,3,2,1,-2,1,0,4,3,-0,2,0,2,-0,3,-2,3,5,4,2,2,3,3,4,4,1,-2,2,0,-3,1,-3,-1,3,2,5,8,11,12,12,14,12,14,17
510259,,,,,,,,,,,,,6,-0,1,2,0,-4,1,-1,-2,-2,1,-1,-2,3,10,-0,5,6,-0,-11,-12,-2,-14,-17,-11,-20,-23,-12,-18,-8,-0,4,-5,-11,4,4,-1,8,15,9,13,5,2,2,13,10,6,9,8,7,-0
510405,,,,,,,,,,,,,-10,-5,-9,-3,-5,-4,-8,-12,-8,-7,-8,-7,1,-6,-4,-4,-4,-5,11,7,4,4,-0,-2,-2,-2,6,1,3,4,-5,-2,-1,2,5,6,5,8,1,8,6,5,5,5,8,5,5,5,3,6,12
510406,,,,,,,,,,,,,2,3,0,1,2,2,1,-1,1,-0,2,3,2,3,4,3,3,1,5,5,2,3,4,2,6,4,3,3,3,5,1,1,2,3,2,2,2,3,5,5,4,4,5,6,7,5,6,8,5,8,7
510407,,,,,,,,,,,,,1,1,1,-0,0,-0,-3,-2,1,1,1,-1,1,-0,-0,4,-2,6,10,7,6,7,2,3,2,3,3,1,4,-1,-2,-2,-3,-1,3,1,4,4,5,4,5,3,2,3,5,5,2,3,2,5,6
510506,,,,,,,,,,,,,1,-5,-3,-4,-3,-5,-5,-12,-10,-7,-6,-2,-4,-3,-4,-11,-11,-11,-5,-2,-5,-3,-5,-4,-7,-12,-8,-0,2,1,-1,-4,-4,1,-3,-3,7,10,9,6,6,5,6,4,12,2,7,4,-1,-2,-1
510529,,,,,,,,,,,,,-5,-6,-11,-11,-15,-16,-11,-7,-8,-1,-4,-4,-9,-8,-4,-4,4,3,6,-3,-2,-4,-7,-6,-9,-10,-12,-10,-15,-12,-16,-13,-14,-16,-9,-8,3,-1,-1,-3,3,3,8,7,6,7,3,-2,-1,8,9
510530,,,,,,,,,,,,,-0,-5,-4,-4,-5,-6,-1,-1,-2,-0,0,0,1,3,1,-3,-3,-2,1,0,1,0,-2,-2,-5,-8,-3,2,5,8,2,0,0,1,3,2,6,9,4,3,-0,-4,-3,-1,1,1,2,0,2,3,1
310207,,,,,,,,,,,,,1,1,2,1,1,0,-1,1,-2,-0,1,-0,1,-0,-0,-1,-1,0,2,-2,-0,-0,-1,-0,-1,-1,-1,0,0,-0,-1,1,2,1,1,1,1,2,4,4,4,4,4,4,4,6,6,6,7,10,9
310215,,,,,,,,,,,,,4,4,3,1,0,2,-0,-3,-2,5,5,5,1,-1,-3,1,3,3,4,2,1,2,-2,2,-3,-1,4,0,0,0,-4,1,3,-2,1,1,2,3,1,1,0,1,1,3,3,6,7,3,14,6,7
310216,,,,,,,,,,,,,1,4,6,-2,2,7,6,3,-0,1,4,1,-2,-1,1,13,6,2,-1,-1,-1,-1,-2,7,3,1,-3,-6,-3,-3,-1,1,1,1,2,-0,-2,-1,2,1,1,0,2,-0,2,1,1,4,7,6,7
310219,,,,,,,,,,,,,1,2,2,2,3,3,4,1,3,0,2,2,2,-2,-1,0,3,3,2,-2,-4,-2,-1,-2,-5,-1,-2,-3,-3,-6,-5,0,-1,2,1,1,2,3,4,5,2,4,5,2,6,5,7,8,8,7,5
310220,,,,,,,,,,,,,-1,0,-1,-4,-3,-3,-5,-3,-3,1,-3,0,-1,-2,-1,-0,-1,-1,-1,-1,-2,-2,-1,-2,-2,-0,-1,1,0,0,1,-1,0,-1,-1,-0,1,2,2,2,5,3,6,8,7,11,10,9,11,9,11
310222,,,,,,,,,,,,,-0,-0,-0,-0,-0,3,1,0,0,4,1,0,-1,2,1,1,1,-2,-3,-0,0,-1,1,-2,-2,-5,-4,-5,-2,-4,-3,-2,-3,-2,-2,-1,3,4,5,6,4,8,8,7,8,7,8,9,7,8,9
310401,,,,,,,,,,,,,-0,-3,-1,-0,-4,-0,-1,-1,-3,3,-3,-0,-1,0,-0,4,2,4,5,-4,1,-1,-1,1,2,-2,1,-4,1,-1,-4,2,4,-2,6,3,-0,0,4,2,1,1,3,4,4,4,4,5,5,9,7
310403,,,,,,,,,,,,,-3,0,-2,-1,-1,-1,-1,2,-2,3,2,-0,2,-2,4,2,6,4,5,1,2,0,3,6,2,3,-1,3,-3,3,-1,1,1,-1,-0,-2,-1,-2,2,-1,3,-5,2,2,1,4,4,2,7,5,6
310406,,,,,,,,,,,,,5,6,3,4,1,2,0,3,2,2,7,3,3,0,3,1,7,-1,1,3,1,-1,-2,-5,2,-1,0,1,0,5,4,4,4,5,8,13,1,4,4,-1,3,4,1,1,5,6,-1,2,5,4,3
310423,,,,,,,,,,,,,-3,0,-6,-8,0,1,4,-4,5,-3,1,0,2,6,7,8,0,0,-5,2,-0,3,1,-3,-1,-8,-4,-5,3,-4,8,-0,3,3,4,13,3,11,11,5,6,9,5,10,7,4,8,9,7,7,5
310428,,,,,,,,,,,,,-0,-0,3,-1,-2,2,1,1,2,-4,3,-3,4,3,-1,13,5,2,3,1,-1,1,-8,-7,-2,4,4,-5,-2,3,-1,2,5,6,11,4,2,3,3,-4,2,-2,4,5,4,5,7,8,8,6,1
310429,,,,,,,,,,,,,-5,-4,-5,-0,-3,-1,-3,1,-2,2,-1,-0,5,2,5,3,8,4,7,1,2,0,6,8,-1,0,2,3,-3,2,-2,3,4,-1,0,3,1,-1,2,1,1,-0,3,4,-0,6,3,2,6,5,5
310430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,-1,-1,0,1,1,-1,-1,1,0,1,3,3,4,3,4,8,9,13,15,15,14,14,12
310431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212006,,,,,,,,,,,,,1,1,-1,-1,0,1,1,1,-0,0,1,2,2,1,3,5,3,0,0,0,1,1,-0,-0,1,1,2,0,0,-0,-0,1,5,6,8,8,8,8,7,7,8,8,18,18,16,14,15,11,17,20,18
212008,,,,,,,,,,,,,-7,-5,-7,-8,-7,-1,-8,-3,-3,-5,-0,-1,0,-4,-3,-1,-5,-3,1,2,1,2,-1,-1,-3,-4,-4,-6,-5,-7,-7,-5,-5,-5,-3,-1,-2,7,9,11,15,22,20,21,25,28,42,44,40,37,35
212010,,,,,,,,,,,,,3,5,3,3,4,2,0,5,2,2,6,5,1,3,3,3,5,5,6,-0,-1,3,-2,2,5,2,2,1,-1,-3,-6,4,5,9,12,2,8,12,21,15,21,30,36,25,33,26,27,35,31,27,24
212015,,,,,,,,,,,,,6,5,7,2,2,1,2,-0,1,2,1,2,2,3,4,4,6,4,3,6,6,5,7,5,6,8,8,6,1,3,4,4,1,1,1,0,2,5,2,3,9,8,5,4,4,10,16,15,15,12,11
212017,,,,,,,,,,,,,5,6,6,6,6,6,5,5,4,6,5,7,7,8,8,3,3,8,8,4,6,3,4,3,5,3,4,3,2,-0,-4,1,-1,-0,1,-0,-2,-0,-0,2,4,1,5,5,7,11,12,12,12,11,10
212021,,,,,,,,,,,,,4,4,4,4,4,4,8,6,4,6,10,6,8,6,7,3,6,4,3,1,5,1,-2,-2,-2,-2,-4,-1,-1,-2,-1,1,-0,2,0,-0,-0,4,9,9,6,6,13,14,16,19,21,21,22,23,18
212022,,,,,,,,,,,,,1,1,-1,-3,0,0,-1,3,5,8,3,5,9,10,9,10,8,8,8,9,7,4,4,4,6,4,1,2,4,4,7,4,4,7,14,9,6,11,18,13,12,11,15,16,17,21,16,27,22,17,12
212023,,,,,,,,,,,,,10,11,7,-1,5,3,-10,-6,-4,0,1,3,-1,5,9,9,14,12,15,4,6,5,-3,-1,-0,-4,-8,-8,-5,-13,-7,-4,-1,-2,3,2,2,5,3,9,5,7,3,4,3,7,11,17,15,10,13
212024,,,,,,,,,,,,,4,-8,-3,-1,6,-3,-1,-7,-1,0,2,3,-2,6,0,0,-0,9,5,1,1,1,-1,-4,3,-3,0,3,-4,-4,-0,6,3,2,8,8,12,15,15,13,23,19,15,22,15,20,21,16,16,18,15
212025,,,,,,,,,,,,,,,,,,,,,,,,,2,5,-4,-1,0,1,-4,-4,-1,-1,1,-2,-1,-2,-4,1,-1,-3,-0,1,0,0,-1,2,-2,0,11,2,9,5,9,8,8,12,13,18,17,17,11
210324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,-3,-11,-12,-12,-3,-11,-9,-6,-1,3,3,0,4,5,7,10,10,16,22,23,12,9,18,14,16,27
210102,,,,,,,,,,,,,3,3,3,6,5,4,2,1,2,1,-1,0,1,-2,-2,-1,-1,0,1,-2,-0,1,1,-1,-1,-0,0,-0,0,4,4,5,5,3,6,7,7,7,8,7,8,8,9,11,9,11,12,16,16,17,15
210106,,,,,,,,,,,,,4,6,4,2,1,1,1,0,0,0,3,1,0,-0,0,-1,0,-2,-2,2,1,2,-0,-2,-1,-1,-0,2,1,5,6,3,3,5,4,7,8,10,9,10,12,13,12,13,13,9,14,14,12,12,11
210111,,,,,,,,,,,,,-0,3,3,3,4,2,3,3,-2,-3,-4,-3,-3,-6,-6,-7,-8,-6,-7,-5,-1,-0,-1,-3,-1,1,2,3,2,1,1,-1,1,0,1,3,2,3,3,4,8,11,15,17,19,21,27,28,27,29,29
210113,,,,,,,,,,,,,1,4,5,4,5,2,4,3,-1,-3,-3,-1,-3,-6,-6,-6,-6,-3,-7,-3,-0,1,1,-2,-1,2,2,2,-3,-1,-0,-2,-1,-2,-1,-0,1,1,1,2,10,11,14,16,19,21,28,30,30,28,27
210320,,,,,,,,,,,,,0,1,-3,1,3,-0,3,4,-1,4,-1,-2,-1,2,-3,-2,5,8,-1,2,2,1,0,3,-0,0,2,-1,-6,-6,-2,2,-0,-2,2,7,8,11,9,11,15,12,17,15,15,21,20,11,18,11,25
210321,,,,,,,,,,,,,-8,-2,-1,14,6,1,-5,0,-3,-4,1,7,12,1,9,-14,2,-9,13,-4,-6,9,8,5,7,11,1,23,2,30,8,23,17,2,2,9,4,6,9,10,14,13,19,4,23,20,21,13,19,22,23
210115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
